invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,,,,,,,,,,,,
I102849,C251633,Female,69,Clothing,4,1200.32,Credit Card,04-03-21,Mall of Istanbul,4801.28,,,,,,,,,,,,
I102855,C159521,Female,19,Clothing,2,600.16,Cash,15-10-22,Istinye Park,1200.32,,,,,,,,,,,,
I102873,C994454,Female,25,Toys,4,143.36,Credit Card,24-08-22,Mall of Istanbul,573.44,,,,,,,,,,,,
I102876,C283599,Female,18,Cosmetics,3,121.98,Credit Card,27-02-23,Mall of Istanbul,365.94,,,,,,,,,,,,
I102877,C505213,Female,29,Toys,4,143.36,Cash,25-11-22,Metropol AVM,573.44,,,,,,,,,,,,
I102879,C380202,Female,26,Food & Beverage,4,20.92,Debit Card,03-09-22,Cevahir AVM,83.68,,,,,,,,,,,,
I102881,C482255,Female,50,Clothing,2,600.16,Cash,21-09-21,Mall of Istanbul,1200.32,,,,,,,,,,,,
I102883,C114509,Female,22,Food & Beverage,5,26.15,Cash,08-10-21,Kanyon,130.75,,,,,,,,,,,,
I102884,C121907,Female,45,Toys,5,179.2,Credit Card,22-03-21,Metrocity,896,,,,,,,,,,,,
I102885,C216254,Male,42,Food & Beverage,5,26.15,Cash,22-08-22,Kanyon,130.75,,,,,,,,,,,,
I102886,C896170,Female,60,Clothing,1,300.08,Credit Card,07-07-22,Forum Istanbul,300.08,,,,,,,,,,,,
I102893,C264654,Male,66,Cosmetics,5,203.3,Credit Card,03-08-22,Kanyon,1016.5,,,,,,,,,,,,
I102902,C603291,Male,58,Toys,1,35.84,Cash,28-11-22,Viaport Outlet,35.84,,,,,,,,,,,,
I102905,C318145,Female,42,Food & Beverage,5,26.15,Credit Card,07-11-21,Kanyon,130.75,,,,,,,,,,,,
I102906,C219499,Female,20,Toys,3,107.52,Cash,16-10-21,Kanyon,322.56,,,,,,,,,,,,
I102917,C262929,Male,59,Clothing,3,900.24,Debit Card,02-04-21,Metrocity,2700.72,,,,,,,,,,,,
I102923,C148421,Male,63,Toys,4,143.36,Debit Card,21-09-22,Metropol AVM,573.44,,,,,,,,,,,,
I102925,C217020,Female,27,Cosmetics,5,203.3,Credit Card,13-01-23,Metrocity,1016.5,,,,,,,,,,,,
I102926,C319883,Female,60,Food & Beverage,1,5.23,Cash,06-08-22,Cevahir AVM,5.23,,,,,,,,,,,,
I102928,C211300,Male,60,Cosmetics,1,40.66,Credit Card,04-03-21,Mall of Istanbul,40.66,,,,,,,,,,,,
I102931,C318182,Male,26,Shoes,5,3000.85,Debit Card,18-05-22,Mall of Istanbul,15004.25,,,,,,,,,,,,
I102935,C184509,Female,59,Cosmetics,1,40.66,Cash,16-06-21,Mall of Istanbul,40.66,,,,,,,,,,,,
I102939,C100110,Female,28,Clothing,5,1500.4,Credit Card,01-05-22,Metrocity,7502,,,,,,,,,,,,
I102941,C189039,Female,45,Cosmetics,2,81.32,Cash,14-05-22,Metrocity,162.64,,,,,,,,,,,,
I102944,C105025,Male,33,Cosmetics,2,81.32,Cash,03-12-21,Forum Istanbul,162.64,,,,,,,,,,,,
I102945,C287896,Female,34,Clothing,1,300.08,Cash,25-06-22,Metrocity,300.08,,,,,,,,,,,,
I102946,C182144,Female,62,Clothing,3,900.24,Cash,30-11-22,Viaport Outlet,2700.72,,,,,,,,,,,,
I102954,C155342,Male,30,Food & Beverage,4,20.92,Cash,06-02-21,Mall of Istanbul,83.68,,,,,,,,,,,,
I102958,C332958,Female,54,Clothing,3,900.24,Credit Card,02-11-22,Istinye Park,2700.72,,,,,,,,,,,,
I102960,C131004,Female,34,Technology,3,3150,Credit Card,25-01-21,Mall of Istanbul,9450,,,,,,,,,,,,
I102964,C321846,Female,69,Shoes,2,1200.34,Cash,23-04-21,Viaport Outlet,2400.68,,,,,,,,,,,,
I102969,C166525,Female,62,Cosmetics,2,81.32,Debit Card,17-04-21,Mall of Istanbul,162.64,,,,,,,,,,,,
I102977,C316330,Female,30,Souvenir,4,46.92,Credit Card,30-10-22,Metropol AVM,187.68,,,,,,,,,,,,
I102979,C628682,Female,35,Souvenir,3,35.19,Credit Card,23-01-22,Mall of Istanbul,105.57,,,,,,,,,,,,
I102985,C191792,Male,42,Souvenir,2,23.46,Debit Card,01-06-21,Mall of Istanbul,46.92,,,,,,,,,,,,
I102989,C273531,Female,67,Shoes,2,1200.34,Cash,01-03-21,Cevahir AVM,2400.68,,,,,,,,,,,,
I102990,C296573,Male,22,Shoes,5,3000.85,Credit Card,20-07-22,Kanyon,15004.25,,,,,,,,,,,,
I102991,C397967,Female,28,Books,3,45.45,Credit Card,12-10-21,Metrocity,136.35,,,,,,,,,,,,
I102993,C142692,Female,67,Clothing,2,600.16,Credit Card,21-11-22,Forum Istanbul,1200.32,,,,,,,,,,,,
I102994,C262644,Female,69,Shoes,3,1800.51,Debit Card,11-01-22,Mall of Istanbul,5401.53,,,,,,,,,,,,
I102999,C295992,Male,34,Toys,3,107.52,Credit Card,17-08-21,Metrocity,322.56,,,,,,,,,,,,
I103002,C245635,Female,62,Food & Beverage,2,10.46,Credit Card,03-07-21,Viaport Outlet,20.92,,,,,,,,,,,,
I103004,C560575,Male,33,Food & Beverage,1,5.23,Cash,04-02-22,Metropol AVM,5.23,,,,,,,,,,,,
I103006,C258085,Male,41,Technology,4,4200,Cash,20-07-22,Cevahir AVM,16800,,,,,,,,,,,,
I103010,C260917,Female,51,Shoes,1,600.17,Cash,02-08-21,Metrocity,600.17,,,,,,,,,,,,
I103014,C185481,Female,57,Clothing,4,1200.32,Debit Card,03-07-22,Istinye Park,4801.28,,,,,,,,,,,,
I103016,C633152,Female,60,Clothing,4,1200.32,Credit Card,12-07-21,Forum Istanbul,4801.28,,,,,,,,,,,,
I103019,C335724,Male,60,Shoes,2,1200.34,Cash,14-10-22,Forum Istanbul,2400.68,,,,,,,,,,,,
I103020,C327792,Female,27,Books,4,60.6,Cash,17-06-21,Mall of Istanbul,242.4,,,,,,,,,,,,
I103021,C325728,Male,36,Books,1,15.15,Debit Card,25-02-23,Mall of Istanbul,15.15,,,,,,,,,,,,
I103026,C142823,Female,64,Shoes,1,600.17,Cash,21-10-21,Viaport Outlet,600.17,,,,,,,,,,,,
I103028,C243168,Female,22,Toys,4,143.36,Credit Card,24-08-21,Zorlu Center,573.44,,,,,,,,,,,,
I103029,C213516,Female,18,Toys,5,179.2,Cash,21-06-21,Mall of Istanbul,896,,,,,,,,,,,,
I103031,C228178,Female,55,Toys,5,179.2,Cash,17-09-21,Kanyon,896,,,,,,,,,,,,
I103032,C317778,Male,65,Clothing,2,600.16,Debit Card,06-09-22,Kanyon,1200.32,,,,,,,,,,,,
I103033,C960822,Female,38,Technology,2,2100,Debit Card,14-09-21,Zorlu Center,4200,,,,,,,,,,,,
I103035,C155712,Male,21,Clothing,5,1500.4,Debit Card,29-08-21,Metrocity,7502,,,,,,,,,,,,
I103036,C992589,Female,39,Cosmetics,2,81.32,Cash,18-08-22,Istinye Park,162.64,,,,,,,,,,,,
I103044,C367741,Female,48,Clothing,5,1500.4,Cash,13-06-21,Viaport Outlet,7502,,,,,,,,,,,,
I103045,C267316,Female,62,Shoes,1,600.17,Cash,24-08-22,Metrocity,600.17,,,,,,,,,,,,
I103046,C208145,Female,33,Food & Beverage,1,5.23,Credit Card,26-01-21,Emaar Square Mall,5.23,,,,,,,,,,,,
I103055,C315737,Male,44,Cosmetics,4,162.64,Credit Card,17-07-22,Metrocity,650.56,,,,,,,,,,,,
I103056,C258161,Male,34,Food & Beverage,4,20.92,Credit Card,18-05-22,Mall of Istanbul,83.68,,,,,,,,,,,,
I103059,C264391,Female,67,Cosmetics,1,40.66,Debit Card,20-06-22,Metrocity,40.66,,,,,,,,,,,,
I103061,C603549,Female,41,Clothing,2,600.16,Cash,17-01-21,Mall of Istanbul,1200.32,,,,,,,,,,,,
I103062,C232094,Female,53,Food & Beverage,5,26.15,Credit Card,11-02-23,Kanyon,130.75,,,,,,,,,,,,
I103064,C274479,Female,36,Toys,2,71.68,Cash,04-03-23,Metrocity,143.36,,,,,,,,,,,,
I103065,C205710,Male,31,Books,2,30.3,Credit Card,14-03-21,Mall of Istanbul,60.6,,,,,,,,,,,,
I103066,C340003,Male,66,Clothing,1,300.08,Cash,11-08-21,Mall of Istanbul,300.08,,,,,,,,,,,,
I103067,C210847,Male,22,Toys,3,107.52,Debit Card,25-11-21,Kanyon,322.56,,,,,,,,,,,,
I103068,C115494,Male,69,Clothing,2,600.16,Debit Card,21-03-21,Kanyon,1200.32,,,,,,,,,,,,
I103070,C754112,Male,19,Cosmetics,2,81.32,Cash,31-12-21,Kanyon,162.64,,,,,,,,,,,,
I103071,C243412,Male,26,Food & Beverage,5,26.15,Cash,09-12-22,Mall of Istanbul,130.75,,,,,,,,,,,,
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,04-04-22,Forum Istanbul,650.56,,,,,,,,,,,,
I103076,C288406,Female,24,Clothing,4,1200.32,Debit Card,10-09-21,Viaport Outlet,4801.28,,,,,,,,,,,,
I103081,C119424,Female,68,Food & Beverage,2,10.46,Cash,27-07-22,Mall of Istanbul,20.92,,,,,,,,,,,,
I103082,C286580,Female,33,Books,3,45.45,Credit Card,12-10-22,Metrocity,136.35,,,,,,,,,,,,
I103083,C936888,Female,48,Cosmetics,4,162.64,Cash,15-02-22,Istinye Park,650.56,,,,,,,,,,,,
I103085,C252697,Female,27,Clothing,2,600.16,Credit Card,27-08-22,Kanyon,1200.32,,,,,,,,,,,,
I103086,C285452,Female,52,Cosmetics,4,162.64,Cash,17-08-22,Metrocity,650.56,,,,,,,,,,,,
